POS	lemma	word
JJ	advanced	Advanced
NN	search	Search
IN	about	About
NN	amp	amp
NN	contact	Contact
NN	browse	Browse
NNS	subject	Subjects
NNS	catalog	Catalogs
NNS	ebook	eBooks
NN	news	News
NN	order	Order
NNS	rights	Rights
NNS	permission	Permissions
VBP	cart	Cart
CD	0	0
NNS	resource	Resources
IN	for	for
NNS	author	Authors
NNS	bookseller	Booksellers
NN	amp	amp
NNS	librarian	Librarians
NNS	educator	Educators
NNS	journalist	Journalists
NNS	reader	Readers
NNP	Emily	Emily
NNP	Dickinson	Dickinson
IN	from	From
NNP	Fascicle	Fascicle
TO	to	to
VB	open	Open
NN	access	Access
NNP	Emily	Emily
NNP	Dickinson	Dickinson
CD	1830	1830
CD	1886	1886
VBN	bequeath	bequeathed
TO	to	to
PRP	we	us
RB	nearly	nearly
CD	1	1
CD	800	800
NNS	poem	poems
IN	in	in
DT	some	some
JJ	passionate	passionate
NNS	year	years
PRP	she	she
VBD	write	wrote
RB	almost	almost
DT	a	a
NN	poem	poem
DT	a	a
NN	day	day
IN	like	Like
DT	all	all
JJ	capacious	capacious
NNS	writer	writers
PRP	she	she
VBZ	baffle	baffles
JJ	complete	complete
NN	understanding	understanding
TO	to	to
VB	enter	enter
PRP$	she	her
NNS	poetic	poetics
RB	entirely	entirely
DT	a	a
NN	reader	reader
MD	would	would
VB	have	have
TO	to	to
VB	know	know
IN	by	by
NN	heart	heart
CC	and	and
IN	by	by
NN	ear	ear
DT	all	all
PRP$	she	her
NNS	poem	poems
RB	ideally	Ideally
RB	too	too
PRP$	she	her
NN	reader	reader
MD	should	should
VB	possess	possess
DT	the	the
NNP	King	King
NNP	James	James
NNP	Bible	Bible
IN	as	as
RB	firmly	firmly
IN	as	as
PRP	she	she
VBD	do	did
CC	and	and
MD	should	should
VB	have	have
VBN	read	read
DT	the	the
NN	poetry	poetry
IN	of	of
DT	the	the
NNP	English	English
NN	past	past
IN	as	as
RB	fervently	fervently
IN	as	as
PRP	she	she
VBD	have	had
RB	yet	Yet
NNS	reader	readers
RB	worldwide	worldwide
RB	even	even
WRB	when	when
PRP	they	they
VBP	have	have
VBN	lack	lacked
PRP$	she	her
NN	background	background
VBP	have	have
VBN	flock	flocked
TO	to	to
PRP$	she	her
NNS	poem	poems
VBG	respond	responding
TO	to	to
PRP$	she	her
NN	candor	candor
PRP$	she	her
NN	grief	grief
CC	and	and
PRP$	she	her
NN	wit	wit
NNP	Helen	Helen
NNP	Vendler	Vendler
NNP	Dickinson	Dickinson
VBD	select	Selected
NNS	poem	Poems
CC	and	and
NNS	commentary	Commentaries
NN	image	image
NNP	Emily	Emily
NNP	Dickinson	Dickinson
NNP	s	s
VBG	write	writing
NN	table	table
CC	and	and
NN	chair	chair
IN	on	on
NN	display	display
IN	in	in
DT	the	the
NNP	Houghton	Houghton
NNP	Library	Library
NNP	s	s
NNP	Dickinson	Dickinson
NN	room	Room
NNP	Emily	Emily
NNP	Dickinson	Dickinson
NNP	s	s
VBG	write	writing
NN	table	table
CC	and	and
NN	chair	chair
IN	on	on
NN	display	display
IN	in	in
DT	the	the
NNP	Houghton	Houghton
NNP	Library	Library
NNP	s	s
NNP	Dickinson	Dickinson
NN	room	Room
IN	in	In
CD	1950	1950
NNP	Harvard	Harvard
NNS	s	s
NNP	Houghton	Houghton
NNP	Library	Library
VBD	receive	received
PRP$	its	its
NN	world	world
VBN	renown	renowned
NNP	Dickinson	Dickinson
NN	collection	Collection
IN	as	as
DT	a	a
NN	gift	gift
IN	from	from
DT	the	the
NN	poet	poet
NNS	s	s
NNS	heir	heirs
RB	together	together
IN	with	with
NN	publication	publication
NNS	rights	rights
RB	soon	Soon
RB	thereafter	thereafter
DT	the	the
RB	well	well
VBN	know	known
JJ	literary	literary
NN	historian	historian
NNP	Thomas	Thomas
NNP	H	H
NNP	Johnson	Johnson
VBD	be	was
VBN	choose	chosen
IN	as	as
NN	editor	editor
CC	and	and
DT	the	the
CD	three	three
NN	volume	volume
NNS	poem	Poems
IN	of	of
NNP	Emily	Emily
NNP	Dickinson	Dickinson
VBD	be	was
VBN	publish	published
IN	by	by
NNP	Harvard	Harvard
NNP	University	University
NN	press	Press
IN	in	in
CD	1955	1955
DT	this	This
JJ	landmark	landmark
NN	edition	edition
VBN	present	presented
IN	for	for
DT	the	the
JJ	first	first
NN	time	time
NNS	transcription	transcriptions
IN	of	of
DT	all	all
IN	of	of
NNP	Dickinson	Dickinson
NNS	s	s
VBN	know	known
NNS	poem	poems
VBG	note	noting
JJ	variant	variant
NNS	word	words
CC	and	and
VBG	include	including
JJ	multiple	multiple
NNS	version	versions
IN	of	of
NNS	poem	poems
IN	in	In
CD	1958	1958
DT	the	the
NN	press	Press
VBD	follow	followed
RP	up	up
IN	with	with
DT	a	a
CD	three	three
NN	volume	volume
NN	edition	edition
IN	of	of
NNP	Dickinson	Dickinson
NNP	s	s
NNS	letter	letters
VBN	edit	edited
IN	by	by
NNP	Johnson	Johnson
CC	and	and
NNP	Theodora	Theodora
NNP	Ward	Ward
IN	in	In
CD	1998	1998
NN	r	R
NN	w	W
NNP	Franklin	Franklin
CC	and	and
DT	the	the
NN	press	Press
VBD	publish	published
DT	a	a
JJ	new	new
CD	three	three
NN	volume	volume
NN	edition	edition
VBG	contain	containing
CD	1	1
CD	789	789
IN	of	of
NNP	Dickinson	Dickinson
NNP	s	s
VBZ	poem	poems
DT	the	the
JJS	largest	largest
NN	number	number
RB	ever	ever
VBN	assemble	assembled
VBN	arrange	Arranged
RB	chronologically	chronologically
VBN	base	based
IN	on	on
JJ	new	new
VBG	date	dating
NN	analysis	analysis
DT	the	The
NNS	poem	Poems
IN	of	of
NNP	Emily	Emily
NNP	Dickinson	Dickinson
NNP	Variorum	Variorum
NN	edition	Edition
VBN	transcribe	transcribed
DT	the	the
JJ	entire	entire
JJ	known	known
NN	corpus	corpus
IN	of	of
RB	approximately	approximately
CD	2	2
CD	500	500
JJ	textual	textual
NNS	source	sources
VBG	give	giving
IN	as	as
JJ	many	many
IN	as	as
CD	seven	seven
NNS	version	versions
IN	of	of
DT	some	some
NNS	poem	poems
IN	in	In
CD	1999	1999
DT	the	the
NN	press	Press
VBN	publish	published
NNP	Franklin	Franklin
VBZ	be	s
DT	the	The
NNS	poem	Poems
IN	of	of
NNP	Emily	Emily
NNP	Dickinson	Dickinson
NNP	Reading	Reading
NN	edition	Edition
WDT	which	which
VBZ	follow	follows
DT	the	the
JJ	same	same
NN	numbering	numbering
NN	system	system
IN	as	as
DT	the	the
NN	variorum	Variorum
CC	but	but
VBZ	offer	offers
